run_id,run_name,env_type,planning_steps,planning_percentage,planning_mode,seed,episode_length,final_reward,reward_per_step
ioizuzm0,CoinRun_10_roll_5_inner_0.1_pct_2_max_value_seed_2_time_2026-08-05_14-05-02,CoinRun,10,0.1,value,2,1000.0,0.0,0.0
kwc6mxgb,CoinRun_10_roll_5_inner_0.2_pct_2_max_reward_seed_0_time_2026-08-05_14-19-47,CoinRun,10,0.2,reward,0,21.0,10.0,0.47619047619047616
t3h1nfad,CoinRun_10_roll_5_inner_0.2_pct_2_max_reward_seed_1_time_2026-08-05_14-20-11,CoinRun,10,0.2,reward,1,43.0,10.0,0.23255813953488372
46cyjufq,CoinRun_10_roll_5_inner_0.2_pct_2_max_reward_seed_2_time_2026-08-05_14-20-50,CoinRun,10,0.2,reward,2,1000.0,0.0,0.0
b6cos0vo,CoinRun_10_roll_5_inner_0.2_pct_2_max_value_seed_0_time_2026-08-05_14-16-21,CoinRun,10,0.2,value,0,21.0,10.0,0.47619047619047616
eokcrqxc,CoinRun_10_roll_5_inner_0.2_pct_2_max_value_seed_1_time_2026-08-05_14-16-44,CoinRun,10,0.2,value,1,43.0,10.0,0.23255813953488372
8shosmfl,CoinRun_10_roll_5_inner_0.2_pct_2_max_value_seed_2_time_2026-08-05_14-17-21,CoinRun,10,0.2,value,2,239.0,10.0,0.04184100418410042
9g6uari9,CoinRun_10_roll_5_inner_0.5_pct_2_max_reward_seed_0_time_2026-08-05_14-37-42,CoinRun,10,0.5,reward,0,21.0,10.0,0.47619047619047616
5ruw02t4,CoinRun_10_roll_5_inner_0.5_pct_2_max_reward_seed_1_time_2026-08-05_14-38-19,CoinRun,10,0.5,reward,1,43.0,10.0,0.23255813953488372
x3k7607b,CoinRun_10_roll_5_inner_0.5_pct_2_max_reward_seed_2_time_2026-08-05_14-39-24,CoinRun,10,0.5,reward,2,1000.0,0.0,0.0
m1gln89b,CoinRun_10_roll_5_inner_0.5_pct_2_max_value_seed_0_time_2026-08-05_14-31-56,CoinRun,10,0.5,value,0,21.0,10.0,0.47619047619047616
tq6tq0b4,CoinRun_10_roll_5_inner_0.5_pct_2_max_value_seed_1_time_2026-08-05_14-32-32,CoinRun,10,0.5,value,1,48.0,10.0,0.20833333333333334
7za39vvv,CoinRun_10_roll_5_inner_0.5_pct_2_max_value_seed_2_time_2026-08-05_14-33-48,CoinRun,10,0.5,value,2,132.0,10.0,0.07575757575757576
